,0
TTE.PA,0.09999717878171875
SAN.PA,0.09999821940588792
BNP.PA,0.09999933467109831
AIR.PA,0.09999843935960473
MC.PA,0.09999903330315836
OR.PA,0.10000155520812988
SU.PA,0.10000202070035025
DG.PA,0.10000402927398294
RI.PA,0.09999979881620367
KER.PA,0.10000039047986527
