,0
TTE.PA,0.09999918913978127
SAN.PA,0.10000336985918733
BNP.PA,0.09999933896847908
AIR.PA,0.09998703035412834
MC.PA,0.1000007129982121
OR.PA,0.10000303125436538
SU.PA,0.09999050347353332
DG.PA,0.10000427651795221
RI.PA,0.10000918826289366
KER.PA,0.10000335917146735
