Date,Close,High,Low,Open,Volume,log_return,cum_return,rolling_vol_21
2016-09-05,4541.080078125,4566.5498046875,4541.080078125,4550.81982421875,75716900,-0.00023996779902118613,76.74152517408133,0.12721704898363695
2016-09-06,4529.9599609375,4557.9501953125,4523.43994140625,4556.35009765625,71272600,-0.0024517856188704013,76.55360187424918,0.12791187573105545
2016-09-07,4557.66015625,4561.35986328125,4520.2099609375,4536.9501953125,75442800,0.0060962673931893715,77.02171853357463,0.1233645296285382
2016-09-08,4542.2001953125,4569.6201171875,4485.47021484375,4554.14990234375,94568300,-0.00339784902503484,76.7604544816169,0.12327222420457387
2016-09-09,4491.39990234375,4541.759765625,4481.08984375,4531.419921875,90844400,-0.01124708375953091,75.90196004975441,0.12381982764990072
2016-09-12,4439.7998046875,4439.7998046875,4386.10986328125,4415.22998046875,98367100,-0.011555149026116178,75.0299493991721,0.13000032678320625
2016-09-13,4387.18017578125,4470.259765625,4387.18017578125,4463.259765625,91945600,-0.01192259466701975,74.14070928296891,0.13573811595999663
2016-09-14,4370.259765625,4407.47998046875,4360.9501953125,4407.4501953125,107154600,-0.0038642414506055768,73.8547645166089,0.1336253108835052
2016-09-15,4373.22021484375,4381.5400390625,4341.0400390625,4357.2900390625,102309100,0.0006771787294061788,73.90479432985568,0.12992798689308863
2016-09-16,4332.4501953125,4380.1298828125,4310.8798828125,4359.8701171875,208077200,-0.009366382063592573,73.21580549319613,0.13215554494821338
2016-09-19,4394.18994140625,4398.97021484375,4368.85009765625,4368.85009765625,80744000,0.014149953534645824,74.25917011077212,0.1395226641044367
2016-09-20,4388.60009765625,4419.89990234375,4375.56982421875,4383.31005859375,72813000,-0.001272908604191982,74.16470510960946,0.1393383164238198
2016-09-21,4409.5498046875,4451.31982421875,4408.2998046875,4439.7001953125,82277500,0.004762307270952696,74.51874257247493,0.13802930005701292
2016-09-22,4509.81982421875,4528.89013671875,4443.669921875,4444.5,112714500,0.022484603289621756,76.21324566329913,0.15853824430795552
2016-09-23,4488.68994140625,4498.35009765625,4476.85986328125,4494.5,84998800,-0.004696315767492925,75.8561633379748,0.15759688597892038
2016-09-26,4407.85009765625,4455.58984375,4402.1298828125,4455.58984375,86235100,-0.01817382227639401,74.49001854478037,0.16842495660430729
2016-09-27,4398.68017578125,4438.58984375,4362.93017578125,4436.0,91773800,-0.0020825285110898976,74.33505237410996,0.16804124920068586
2016-09-28,4432.4501953125,4460.830078125,4413.1201171875,4413.1201171875,78464100,0.0076479867734982835,74.90574541616192,0.16813695541785964
2016-09-29,4443.83984375,4505.2998046875,4434.08984375,4490.5498046875,80427600,0.002566309716862049,75.09822363219267,0.1677337078063889
2016-09-30,4448.259765625,4463.39013671875,4342.64013671875,4383.7001953125,123077700,0.0009941234203787554,75.17291765652219,0.16776300001442343
2016-10-03,4453.56005859375,4465.2900390625,4432.77001953125,4447.5400390625,61707600,0.001190833717097879,75.26248942343524,0.14617592424799705
2016-10-04,4503.08984375,4521.35986328125,4453.669921875,4458.669921875,95873900,0.01106000359153398,76.0995130365499,0.1519818600186424
2016-10-05,4489.9501953125,4499.3798828125,4441.25,4462.72021484375,98277700,-0.0029221837622322028,75.87746087186723,0.15207058356366945
2016-10-06,4480.10009765625,4511.8798828125,4470.1201171875,4500.35986328125,102183900,-0.002196219930495269,75.71100013912314,0.15029446202310937
2016-10-07,4449.91015625,4487.18017578125,4444.31982421875,4480.52978515625,117429400,-0.006761483036534674,75.20080826657895,0.15146922970132354
2016-10-10,4497.259765625,4500.4599609375,4428.72998046875,4458.06982421875,87470600,0.010584363956602318,76.00098821877543,0.15169851289746183
2016-10-11,4471.740234375,4520.18017578125,4469.2998046875,4490.830078125,98600200,-0.005690623283968314,75.56972347202795,0.1473373180721563
2016-10-12,4452.240234375,4474.2001953125,4442.02001953125,4467.08984375,99238700,-0.004370254082098613,75.24018518704962,0.14162866202335228
2016-10-13,4405.169921875,4421.81005859375,4370.64990234375,4421.81005859375,106795500,-0.010628559540989221,74.44472518424735,0.14623933210478463
2016-10-14,4470.919921875,4497.64990234375,4424.25,4424.25,92119400,0.014815353111792873,75.55586068359736,0.15456674306715493
2016-10-17,4450.22998046875,4474.330078125,4439.91015625,4452.72021484375,69410300,-0.004638410681988335,75.20621310373491,0.15138629807317877
2016-10-18,4508.91015625,4515.60986328125,4474.83984375,4479.68017578125,90352900,0.013099697966563907,76.19787282112875,0.15030087623532445
2016-10-19,4520.2998046875,4528.97021484375,4495.93994140625,4513.490234375,83323600,0.002522846301680725,76.39035103715952,0.15008030725059002
2016-10-20,4540.1201171875,4552.240234375,4500.64990234375,4528.66015625,96874000,0.004375149118358853,76.72530241095362,0.14997723633984217
2016-10-21,4536.06982421875,4555.10986328125,4517.7998046875,4546.64990234375,104200100,-0.0008925095802887854,76.65685489307764,0.12893366100839207
2016-10-24,4552.580078125,4579.27978515625,4551.72998046875,4551.72998046875,83826400,0.0036331627347843186,76.93586826522237,0.12811194580672824
2016-10-25,4540.83984375,4570.6298828125,4528.02978515625,4560.4599609375,91091900,-0.0025821398327536427,76.73746535746947,0.1092005519736514
2016-10-26,4534.58984375,4539.06982421875,4496.97021484375,4523.9599609375,89958800,-0.0013773454708532833,76.63184411228411,0.10894294989382551
2016-10-27,4533.56982421875,4556.740234375,4502.5498046875,4526.33984375,99701500,-0.00022496726411975717,76.61460639500348,0.10668883860242188
2016-10-28,4548.580078125,4554.35009765625,4504.5,4515.25,96304300,0.003305443696576246,76.86827066830374,0.1068496951013958
2016-10-31,4509.259765625,4540.259765625,4500.18994140625,4525.60009765625,88366600,-0.008682105263868834,76.20378100953133,0.11210934984433012
2016-11-01,4470.27978515625,4537.990234375,4460.5400390625,4532.33984375,79346900,-0.008682009828779504,75.54504275762565,0.11663306099787325
2016-11-02,4414.669921875,4449.43994140625,4414.669921875,4437.990234375,96987600,-0.012517930045425464,74.6052694769291,0.11751112683857996
2016-11-03,4411.68017578125,4456.2099609375,4399.2900390625,4402.7900390625,101390600,-0.000677459238533812,74.55474456409551,0.11729215006845269
2016-11-04,4377.4599609375,4403.64013671875,4355.81005859375,4403.16015625,101731700,-0.007786970563355434,73.9764434917263,0.11968275691192257
2016-11-07,4461.2099609375,4464.22998046875,4430.1298828125,4440.10986328125,89701700,0.018951382352128194,75.39176817721017,0.13635141902342307
2016-11-08,4476.89013671875,4482.58984375,4446.39013671875,4454.580078125,112800500,0.0035086185421291352,75.65675372772873,0.13163112229901663
2016-11-09,4543.47998046875,4543.47998046875,4344.8798828125,4350.06982421875,204613400,0.014764594480832,76.78208208190054,0.13973482199721746
2016-11-10,4530.9501953125,4606.66015625,4502.740234375,4577.009765625,225207100,-0.0027615603131958323,76.57033624028323,0.1391006296421597
2016-11-11,4489.27001953125,4553.7900390625,4473.35009765625,4545.0498046875,121053300,-0.009241564271073506,75.86596630979355,0.13773674355994855
2016-11-14,4508.5498046875,4560.8798828125,4492.02978515625,4528.0498046875,132886300,0.0042854413711338425,76.19178309621105,0.12887827595334275
2016-11-15,4536.52978515625,4541.4599609375,4504.35009765625,4524.97998046875,112077800,0.0061868045358506206,76.66462795659051,0.12900240360115292
2016-11-16,4501.14013671875,4548.830078125,4479.93994140625,4545.89013671875,102195100,-0.007831626874348954,76.06656415904794,0.12438568161422965
2016-11-17,4527.77001953125,4527.77001953125,4482.580078125,4494.52978515625,88436200,0.005898820471037494,76.5165931801354,0.12581804900880245
2016-11-18,4504.35009765625,4551.6298828125,4496.740234375,4547.0498046875,106645000,-0.005185930669393567,76.12081057044236,0.1260632875887293
2016-11-21,4529.580078125,4540.89990234375,4479.68994140625,4525.4599609375,84146400,0.005585619010537584,76.54718208294025,0.1277158344238587
2016-11-22,4548.35009765625,4571.7900390625,4541.580078125,4561.7001953125,125792600,0.004135314089522993,76.86438413654733,0.12791089782838844
2016-11-23,4529.2099609375,4559.2099609375,4509.02001953125,4557.93017578125,102199800,-0.004217028575918998,76.54092732482694,0.12844388077773444
2016-11-24,4542.56005859375,4552.0400390625,4520.490234375,4537.27001953125,57005200,0.002943219959204679,76.76653595487484,0.12878342623855152
2016-11-25,4550.27001953125,4555.47021484375,4524.33984375,4548.85009765625,64855700,0.0016958334685640377,76.89682966280273,0.12889727486989677
2016-11-28,4510.39013671875,4545.14013671875,4499.2001953125,4544.08984375,82981500,-0.008802921564991541,76.2228836019223,0.1319798866335779
2016-11-29,4551.4599609375,4551.4599609375,4494.3701171875,4506.91015625,89267600,0.009064397441683964,76.91693895768685,0.1322677774470133
2016-11-30,4578.33984375,4597.5400390625,4547.580078125,4548.97998046875,143644100,0.005888400853308576,77.37119282858171,0.12919615797516634
2016-12-01,4560.60986328125,4582.830078125,4541.02001953125,4571.2001953125,111644600,-0.003880096352660645,77.07156681030627,0.12089082049146044
2016-12-02,4528.81982421875,4545.25,4490.14990234375,4527.83984375,102067200,-0.006994975433750924,76.53433424866265,0.12428972103069694
2016-12-05,4574.31982421875,4605.56005859375,4502.2001953125,4506.66015625,111540300,0.00999663427522038,77.30325691361209,0.12326422022949272
2016-12-06,4631.93994140625,4639.91015625,4558.89990234375,4576.8701171875,122977200,0.012517758796235698,78.27700227762332,0.11383252053999915
2016-12-07,4694.72021484375,4694.72021484375,4658.72998046875,4676.60986328125,141483500,0.013462744563001807,79.33795118219075,0.12074093098160653
2016-12-08,4735.47998046875,4748.509765625,4688.580078125,4709.89013671875,149634900,0.008644571399805324,80.0267667339949,0.11445382941045665
2016-12-09,4764.06982421875,4780.52001953125,4737.3798828125,4741.10009765625,121620200,0.0060192178908706675,80.50991791743971,0.11391977763244658
2016-12-12,4760.77001953125,4780.9501953125,4754.14990234375,4769.83984375,98372500,-0.0006928840534114691,80.45415320064575,0.10653226557551601
2016-12-13,4803.8701171875,4807.8798828125,4746.5498046875,4754.22021484375,110469000,0.009012443494048759,81.18251895777597,0.10860323350308734
2016-12-14,4769.240234375,4790.6298828125,4765.009765625,4778.9599609375,109393800,-0.0072348552546991135,80.59729474285126,0.11351512022839488
2016-12-15,4819.22998046875,4830.2998046875,4776.330078125,4776.830078125,141188300,0.010427148002232892,81.44209141947879,0.11039344690018729
2016-12-16,4833.27001953125,4856.9599609375,4804.7001953125,4815.35009765625,206338400,0.0029091010544591033,81.67935964479598,0.10997513142084132
2016-12-19,4822.77001953125,4829.5498046875,4812.080078125,4820.490234375,94842000,-0.0021748054266716448,81.50191595288456,0.10758202783492146
2016-12-20,4849.89013671875,4852.580078125,4815.22998046875,4822.2998046875,87772700,0.005607596631266354,81.96022964039123,0.10758805980689448
2016-12-21,4833.81982421875,4851.52001953125,4821.240234375,4831.56005859375,66626600,-0.003319043490033447,81.68865101370837,0.10989258856618381
2016-12-22,4834.6298828125,4841.64990234375,4818.81005859375,4825.14990234375,65716200,0.00016756742191182484,81.70234051728357,0.1073352164325915
2016-12-23,4839.68017578125,4844.7998046875,4825.93017578125,4837.41015625,48362600,0.0010440627593957907,81.7876874343892,0.10757319129587553
